time,lat,lon
2024-10-03 06:00:00,19.531610,-44.718750
2024-10-03 09:00:00,19.812640,-45.000000
2024-10-03 12:00:00,20.374701,-45.281250
2024-10-03 15:00:00,20.655731,-45.843750
2024-10-03 18:00:00,20.936761,-46.222222
2024-10-03 21:00:00,20.936761,-46.518519
2024-10-04 00:00:00,21.217792,-46.814815
2024-10-04 03:00:00,21.498822,-47.111111
2024-10-04 06:00:00,21.779853,-47.407407
2024-10-04 09:00:00,22.060883,-47.703704
2024-10-04 12:00:00,22.341913,-48.000000
2024-10-04 15:00:00,22.622944,-48.592593
2024-10-04 18:00:00,22.903974,-48.900000
2024-10-04 21:00:00,23.185004,-49.200000
2024-10-05 00:00:00,23.466035,-49.500000
2024-10-05 03:00:00,23.747065,-50.100000
2024-10-05 06:00:00,24.028095,-50.400000
2024-10-05 09:00:00,24.590156,-50.400000
2024-10-05 12:00:00,25.152217,-50.700000
2024-10-05 15:00:00,25.714277,-50.700000
2024-10-05 18:00:00,26.557368,-51.000000
2024-10-05 21:00:00,27.119429,-51.000000
2024-10-06 00:00:00,27.962520,-51.250000
2024-10-06 03:00:00,28.805611,-51.562500
2024-10-06 06:00:00,29.648702,-51.250000
2024-10-06 09:00:00,30.491793,-51.200000
2024-10-06 12:00:00,31.334884,-50.880000
2024-10-06 15:00:00,32.459005,-50.240000
2024-10-06 18:00:00,33.864157,-49.600000
2024-10-06 21:00:00,35.269308,-48.666667
2024-10-07 00:00:00,36.393430,-48.000000
2024-10-07 03:00:00,37.798581,-47.000000
2024-10-07 06:00:00,39.203733,-46.054688
2024-10-07 09:00:00,40.608884,-45.000000
2024-10-07 12:00:00,41.733006,-44.280000
2024-10-07 15:00:00,42.576096,-43.333333
2024-10-07 18:00:00,43.419187,-42.375000
2024-10-07 21:00:00,44.262278,-41.250000
2024-10-08 00:00:00,45.105369,-40.125000
2024-10-08 03:00:00,45.948460,-39.375000
2024-10-08 06:00:00,46.510520,-39.000000
2024-10-08 09:00:00,46.791551,-38.800000
2024-10-08 12:00:00,47.072581,-38.400000
2024-10-08 15:00:00,47.353611,-38.000000
2024-10-08 18:00:00,47.353611,-37.200000
2024-10-08 21:00:00,47.353611,-36.400000
2024-10-09 00:00:00,47.353611,-35.200000
2024-10-09 03:00:00,47.072581,-33.600000
2024-10-09 06:00:00,47.072581,-32.400000
